"id","zobrazení","zobrazení_lat","nazev_cz","nazev_lat","url","skupina","nemoci","tcm_organy","ucinky","Cast-rostliny","sběr","stanoviště","barva kvetu","obsahové látky","kontraindikace","Jak se užívá","Lidové názvy","Bezpečnost","zobrazení"
"R0340","Tužebník obecný","Filipendula vulgaris","tuzebnik_obecny","filipendula_vulgaris","https://www.brvohorik.cz/l/tuzebnik-obecny/","bylina",,,,"koren | nat","koren: zari | rijen ; nat: kveten | cerven | cervenec","suche_louky | vapencove_pudy | strane","bila","Silice: salicylaldehyd | eugenol ; Flavonoidy: quercetin | kampferol | rutin ; Třísloviny: katechiny | proantokyanidiny ; Fenolické kyseliny: kyselina p-kumarová | kyselina kávová ; Minerální látky: vápník | draslík | hořčík ; Vitaminy: vitamin C","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | odvar | tinktura | sirup | čerstvá šťáva","včelí léčivka | tužebník | tužebník lékařský | svízel | svízelovník","1","on"
"R0341","Tužebník jilmový","Filipendula ulmaria","tuzebnik_jilmovy","filipendula_ulmaria","https://www.brvohorik.cz/l/tuzebnik-jilmovy/","bylina","horecka | nachlazeni | bolesti_kloubu | revmaticke_potize | potize_s_travenim",,"protizanetlive | analgeticke | potopudne | podporuje_traveni | antipyreticke","kvet | nat","kvet: cerven | cervenec | srpen ; nat: cerven | cervenec | srpen","vlhke_louky | brehy_vod | mokrady","bila | kremova","Silice: salicylaldehyd | methyl salicylát ; Flavonoidy: quercetin | kaempferol | rutin ; Třísloviny: gallotanin ; Fenolické kyseliny: kyselina salicylová ; Glykosidy: spiraeosid | spiraeogenin","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | odvar | tinktura | sirup","včelí byliny | tužebník | jilmový tužebník","1","on"
"R0342","Tymián obecný","Thymus vulgaris","tymian_obecny","thymus_vulgaris","https://www.brvohorik.cz/l/tymian-obecny/","bylina",,,,,,,,"Silice: thymol | karvakrol | 1,8-cineol | linalool ; Flavonoidy: apigenin | luteolin | chrysoeriol ; Fenolické kyseliny: kyselina rozmarýnová | kyselina kávová ; Triterpeny: kyselina ursolová | kyselina oleanolová ; Vitaminy: vitamin C | vitamin A","těhotenství | kojení | alergie na rostliny z čeledi Lamiaceae | užívání ve velkých dávkách může způsobit gastrointestinální potíže","nálev | odvar | tinktura | koření | esenciální olej","mateřídouška | tymián | tymiánek | libeček | voňavý tymián",,"on"
"R0343","Třapatka nachová","Echinacea purpurea","trapatka_nachova","echinacea_purpurea","https://www.brvohorik.cz/l/trapatka-nachova/","bylina","nachlazeni | chripka | oslabena_imunita | infekce",,"imunostimulacni | protizanetlive | antibakterialni | antivirove","koren | kvet | nat","koren: zari | rijen ; kvet: cervenec | srpen | zari ; nat: cervenec | srpen","zahrady | pestovane_plochy","ruzova | fialova","Silice: eukalyptol | tímol ; Flavonoidy: kvercetin | luteolin ; Alkaloidy: echinacein ; Glykosidy: echinacosid ; Triterpeny: kyselina ursolová | kyselina oleanolová ; Vitaminy: vitamin C | vitamin E ; Minerální látky: zinek | mangan ; Třísloviny: kyselina galová","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | autoimunitní onemocnění","nálev | tinktura | kapsle | sirup | čerstvá šťáva","otakárkovec | echinacea | rudý květ | rudá třapatka | květinový lék","1","on"
"R0344","Třezalka chlupatá","Hypericum hirsutum L.","trezalka_chlupata","hypericum_hirsutum_L.","https://www.brvohorik.cz/l/trezalka-chlupata/","bylina",,,,"nat | kvet","nat: cerven | cervenec | srpen ; kvet: cerven | cervenec | srpen","lesni_okraje | vlhke_louky | krovinne_porosty","zluta","Silice: | Flavonoidy: hypericin | rutin | quercetin ; Fenolické kyseliny: kyselina kávová | kyselina chlorogenová ; Třísloviny: | Saponiny: | Alkaloidy: | Glykosidy: | Triterpeny: | Vitaminy: | Minerální látky","fotocitlivost | současné užívání antidepresiv | těhotenství | kojení","nálev | tinktura | mast | olej","chlupatka | třezalka chlupatá | třezalka","1","on"
"R0345","Třezalka skvrnitá","Hypericum maculatum","trezalka_skvrnita","hypericum_maculatum","https://www.brvohorik.cz/l/trezalka-skvrnita/","bylina","deprese | nervozita | uzkost | nespavost | rany | popaleniny",,"antidepresivni | uklidnujici | protizanetlive | hojive | regeneracni","nat | kvet","nat: cerven | cervenec | srpen ; kvet: cerven | cervenec | srpen","louky | pastviny | lesni_okraje","zluta","Flavonoidy: hypericin | hyperforin | rutin ; Třísloviny: proantokyanidiny ; Silice: pinene | myrcen ; Vitaminy: vitamin C | vitamin A","současné užívání antikoagulancií | světloplachost | těhotenství | kojení","nálev | tinktura | odvar | mast","světýlko | třezalka | třezalka tečkovaná | třezalka skvrnitá","2","on"
"R0346","Třezalka tečkovaná","Hypericum perforatum","trezalka_teckovana","hypericum_perforatum","https://www.brvohorik.cz/l/trezalka-teckovana/","bylina","stres | strach | nervy | neklid | napeti | nervove_napeti | nervova_slabost | nervove_zhrouceni | uzkost | deprese | agrese | hysterie | hystericke_zachvaty | psychicke_poruchy | poruchy_reci | koktani | nespavost | neklidny_spanek | nocni_mury | namesicnictvi | nocni_pomocovani | neuralgie_trigemu | neuroza | nervova_onemocneni | neurologicka_onemocneni | zanety_nervu | poraneni_nervu | bolest_nervu | bolesti_svalu | ztuhle_svaly | namozene_svaly | svalove_krece | bolesti_kloubu | bolesti_zad | bolest_v_krizi | hexensus | ischias | revma | revmatoidni_artritida | bolesti_hlavy | migrena | menstuacni_potize | menstruacni_bolesti_a_krece_a_krece | premenstuacni_syndrom | nepravidelna_menstruace | pms | zanety | zanety_traviciho_traktu | poruchy_traveni | poruchy_traveni | prujmy | bolesti_bricha_u_kojencu | dychaci_potize | kasel | nachlazeni | kozni_problemy | kozni_zanety | otevrene_rany | drobne_rany | rany | zraneni | ekzemy | puchyre | hemoroidy | spaleni_od_slunicka | upal | uzeh | popaleniny | zarudnuti | poraneni | podrazdena_pokozka | drsna_pokozka_tvare | pohmozdeniny | prolezeniny | urazy_uderem | modriny | krevni_vyrony | otoky | otoky_zlaz | zdureni_lymfatickych_zlaz | zdureni_cev_bricha | psychicka_unava | psychicke_vycerpani","srdce | jatra | ledviny | mocovy mechyr | lymfaticky_system","antidepresivni | analgeticke | antisepticke | antioxidacni | desinfekcni | protizanetlive | imunostimulacni | relaxacni | sedativni | zklidnujici | hojive | regeneracni | podporuje_cinnost_srdce | podporuje_funkci_jater | podporuje_funkci_zlucniku | podporuje_funkci_zaludku | podporuje_normalni_funkci_strev | podporuje_funkci_ledvin | podporuje_lymfaticky_system | podporuje_krevni_obeh | podporuje_cevy | hoji_pokozku | hoji_rany | hoji_pohmozdeniny | chrani_pokozku | cisti_pokozku | regeneruje_pokozku | zdravy_vyvoj_zenskych_pohlavnich_organu | vyrovnava_hladinu_hormonu | harmonizuje_menstruacni_cyklus | urychluje_hojeni | urychluje_regeneraci_tkani | pusobi_proti_bolestem_a_krecim | ulevuje_pri_migrene | ulevuje_od_bolesti_svalu | ulevuje_od_bolesti_zad | ulevuje_od_bolesti_nervu | ulevuje_pri_svalovych_krecich | priznive_pusobi_na_cevy | priznive_pusobi_na_kardiovaskularni_system | priznive_pusobi_na_dychaci_system | priznive_pusobi_na_pokozku | priznive_pusobi_na_pohybovi_aparat | priznive_pusobi_na_nervovy_system | priznive_pusobi_na_lymfaticky_system | podporuje_traveni | posiluje_imunitu | podporuje_obranyschopnost | urychluje_hojeni_ran_a_odrenin | urychluje_hojeni_spalenin | pomaha_zklidni_mysl | navozuje_relaxaci | podporuje_dusevni_rovnovahu | podporuje_psychickou_rovnovahu | podporuje_dobrou_naladu | pomaha_zvladat_stres | snizuje_stres | snizuje_uzkost | prispiva_kondici | pomaha_pri_nespavosti | prispiva_zdravemu_spanku | usnadnuje_usinani | klidny_spanek | pusobi_proti_bolestem_hlavy_a_migrenam | zmirnuje_bolesti | odstranuje_a_leci_zanety | pusobi_proti_vsem_typum_zanetu | zakladni_bylinka_pri_depresivnich_stavech | zakladni_bylinka_pri_psychickych_potizich | prirodni_antidepresivum","kvet | nat","kvet: cerven | cervenec ; nat: cerven | cervenec","louky|meze|okraje_lesu|sucha_stanoviste|suche_svahy|sucha_louky|zahrady|cesty|slunna_mista|okraje_obci|okraje_cest","zluta","Silice: beta-pinen | myrtenol ; Flavonoidy: hypericin | hyperforin | rutin | quercetin ; Fenolické kyseliny: kyselina kávová ; Triterpeny: kyselina ursolová | kyselina oleanolová ; Vitaminy: vitamin C | vitamin E","těhotenství | kojení | současné užívání antikoagulancií | užívání některých antidepresiv | fotosenzitivita","nálev | tinktura | olej | mast | čaj","krvavý kout | třezalka | svatojánský květ | slunečnice | léčivá bylina","1","on"
"R0347","Třešeň","Prunus","tresen","prunus","https://www.brvohorik.cz/l/tresen/","strom",,,,"plod | kvet","kvet: duben  ;  plod: cerven | cervenec","sady | zahrady","bila","Silice: benzaldehyd ; Flavonoidy: kvercetin | kaempferol ; Fenolické kyseliny: kyselina kávová | kyselina chlorogenová ; Vitaminy: vitamin C | vitamin A | vitamin E ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | alergie na některé složky rostliny","nálev | odvar | tinktura | kompot | džem | čerstvé plody | sušené plody | sirup","třešně | třešeňka | višně | jarní třešeň | třešňová šťáva | třešňový květ","1","on"
"R0348","Třešeň chloupkatá","Prunus subhirtella","tresen_chloupkata","prunus_subhirtella","https://www.brvohorik.cz/l/tresen-chloupkata/","strom",,,,"plod | kvet","kvet: duben | kveten ; plod: cerven | cervenec","zahrady | sady","ruzova","Silice: | Flavonoidy: | Fenolické kyseliny: | Třísloviny: | Vitaminy: vitamin C ; Minerální látky: draslík | vápník | hořčík","alergie na rostliny z čeledi Rosaceae | při vysokých dávkách možné podráždění trávicího systému","nálev | marmeláda | kompot | čerstvé plody",,"1","on"
"R0349","Třešeň ptačí","Prunus avium","tresen_ptaci","prunus_avium","https://www.brvohorik.cz/l/tresen-ptaci/","strom",,,,"plod | stopka | kvet","kvet: duben ; plod: cerven | cervenec ; stopka: cerven | cervenec","lesni_okraje | sady | zahrady","bila","Silice: benzaldehyd ; Flavonoidy: quercetin | kaempferol ; Taniny: kyselina ellagová ; Vitaminy: vitamin C | vitamin A ; Minerální látky: draslík | vápník | hořčík","žádné známé kontraindikace","nálev | sirup | čerstvé plody | marmeláda | želé","třešeň | třešeň sladká | ptáčí třešeň | třešeň bílá | třešeň růžová | třešně | třešně ptačí","1","on"
"R0350","Vachta trojlistá","Menyanthes trifoliata","vachta_trojlista","menyanthes_trifoliata","https://www.brvohorik.cz/l/vachta-trojlista/","bylina","potize_s_travenim | nechutenstvi | nadymani",,"podporuje_traveni | horke | stimuluje_chut_k_jidlu | protizanetlive","list","list: kveten | cerven","mokrady | raseliniste | brehy_vod","bila","Hořčiny: menyanthin | menyanthoside ; Třísloviny: kyselina galová ; Slizy: sliz | arabinóza | galaktóza","těhotenství | kojení | alergie na rostliny z čeledi Menyanthaceae | současné užívání antikoagulancií","nálev | odvar | tinktura","vachta | vachtovka | vachtík | trojlistá vachta","2","on"
"R0351","Milovník plocholistý","Vanilla planifolia","vanilovnik_plocholisty","vanilla_planifolia","https://www.brvohorik.cz/l/vanilovnik-plocholisty/","liana","unava | nervozita",,"uklidnujici | tonizacni | osvezujici","plod","plod: celorocne","tropicke_oblasti | pestovane_plochy","bila","Silice: vanillin | piperonal ; Třísloviny: kyselina vanilková ; Vitaminy: vitamin B1 | vitamin B2 | vitamin B3 | vitamin C | vitamin E","těhotenství | kojení | alergie na vanilku | hypotenzní účinky | interakce s warfarinem","extrakt | esence | aroma | vanilkový cukr | nápoj | čerstvé lusky",,"1","on"
"R0352","Vavřín vznešený","Laurus nobilis L.","vavrin_vzneseny","laurus_nobilis_L.","https://www.brvohorik.cz/l/vavrin-vzneseny/","strom","potize_s_travenim | nadymani | nachlazeni",,"podporuje_traveni | antisepticke | protizanetlive | stimuluje","list","list: celorocne","pestovane_plochy | zahrady | subtropicke_oblasti","zluta","Silice: cineol | eugenol | 1,8-cineol | linalool ; Flavonoidy: quercetin | kaempferol ; Fenolické kyseliny: kyselina rozmarýnová | kyselina kávová ; Triterpeny: kyselina oleanolová | kyselina ursolová ; Vitaminy: vitamin A | vitamin C | vitamin K","těhotenství | kojení | alergie na rostliny z čeledi Lauraceae | současné užívání antikoagulancií","nálev | odvar | tinktura | sušené listy | koření","bobkový list | vavřínový list | vavřínový strom","1","on"
"R0353","Večernice vonná","Hesperis matronalis","vecernice_vonna","hesperis_matronalis","https://www.brvohorik.cz/l/vecernice-vonna/","bylina",,,,"kvet | nat","kvet: kveten | cerven ; nat: kveten | cerven | cervenec","zahrady | krovinne_porosty | lesni_okraje","fialova | bila","Silice: benzylbuitrát | linalool ; Flavonoidy: quercetin | kaempferol | isorhamnetin ; Triterpeny: kyselina oleanolová","těhotenství | kojení | alergie na rostliny z čeledi Brassicaceae","nálev | odvar | tinktura | sirup | čerstvá šťáva","večernice | vonná večernice | hvozdík | mateřídouška | saturnka | večerní květ","1","on"
"R0354","Vesnovka obecná","Cardaria draba","vesnovka_obecna","cardaria_draba","https://www.brvohorik.cz/l/vesnovka-obecna/","bylina",,,,"nat","nat: kveten | cerven | cervenec","louky | pastviny | suche_lokality","modra | ruzova | bila","Silice: karvon | limonen ; Flavonoidy: kvercetin | rutín ; Minerální látky: vápník | draslík | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Brassicaceae","nálev | odvar | čerstvá šťáva","žabinec | draba | kocouří jazyk | hrachový plevel","2","on"
"R0355","Violka trojbarevná","Viola tricolor","violka_trojbarevna","viola_tricolor","https://www.brvohorik.cz/l/violka-trojbarevna/","bylina","kozni_problemy | ekzemy | akne | kasel | nachlazeni",,"protizanetlive | cisti_krev | expektoracni | hojive","nat | kvet","nat: kveten | cerven | cervenec | srpen ; kvet: kveten | cerven | cervenec | srpen","louky | pole | zahrady","fialova | zluta | bila","Flavonoidy: rutin | quercetin | kaempferol ; Saponiny: violanin ; Vitaminy: vitamin C | vitamin A | vitamin E","těhotenství | kojení | alergie na rostliny z čeledi Violaceae","nálev | odvar | tinktura | sirup | čerstvá šťáva","fialka trojbarevná | fialka | zahradní violka | louční violka","1","on"
"R0356","Violka vonná","Viola odorata","violka_vonna","viola_odorata","https://www.brvohorik.cz/l/violka-vonna/","bylina","kasel | nachlazeni | zanety_dychacich_cest | nespavost | nervozita | bolesti_hlavy",,"expektoracni | protizanetlive | uklidnujici | podporuje_spanek | analgeticke","kvet | list | koren","kvet: brezen | duben ; list: duben | kveten ; koren: zari | rijen","zahrady | parky | krovinne_porosty | stinne_louky","fialova | bila","Silice: linalool | methylchavikol ; Flavonoidy: kaempferol | rutosid | vitexin ; Glykosidy: violanin | orientin ; Triterpeny: kyselina ursolová ; Vitaminy: vitamin C | vitamin A | vitamin B1 | vitamin B2 | vitamin B3 | vitamin E ; Minerální látky: draslík | vápník | hořčík | železo","těhotenství | kojení | alergie na rostliny z čeledi Violaceae","nálev | tinktura | sirup","fialka | fialka vonná | fialka zahradní: Violka vonná (Viola odorata)","1","on"
"R0357","Violka zahradní","Viola wittrockiana","violka_zahradni","viola_wittrockiana","https://www.brvohorik.cz/l/violka-zahradni/","bylina",,,,"kvet","kvet: duben | kveten | cerven","zahrady | pestovane_plochy","fialova | modra | oranzova | cervena | zluta | bila | ruzova","Flavonoidy: rutin | vitexin | quercetin ; Saponiny: violan | saponiny typu steroidních ; Vitaminy: vitamin C | vitamin A","alergie na rostliny z čeledi violkovitých","nálev | odvar | tinktura | sirup | čerstvá šťáva","fialka zahradní | fialka | pansy: Violka zahradní (Viola wittrockiana)","1","on"
"R0358","Vlaštovičník větší","Chelidonium majus","vlastovicnik_vetsi","chelidonium_majus","https://www.brvohorik.cz/l/vlastovicnik-vetsi/","bylina","bradavice | kozni_problemy | jaterni_potize | potize_zlucniku",,"protizanetlive | antivirove | detoxikacni | podporuje_cinnost_jater","nat | koren","nat: kveten | cerven | cervenec | srpen ; koren: zari | rijen","u_cest | rumiste | zahrady | zdi","zluta","Alkaloidy: chelidonin | berberin | sanguinarin ; Flavonoidy: quercetin | kaempferol ; Fenolické kyseliny: kyselina kávová | kyselina ferulová ; Vitaminy: vitamin C ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Papaveraceae | současné užívání antikoagulancií","nálev | tinktura | mast | čerstvá šťáva","žlučník | mléč | vlaštovičník | bolestná bylinka | žlutozelená kvetoucí bylina","3","on"
"R0359","Vratič marocký","Tanacetum annuum","vratic_marocky","tanacetum_annuum","https://www.brvohorik.cz/l/vratic-marocky/","bylina","kozni_problemy | zanety_kuze | akne",,"protizanetlive | antisepticke | hojive","nat | kvet","nat: cerven | cervenec | srpen ; kvet: cerven | cervenec | srpen","pestovane_plochy | zahrady","modra","Silice: 1,8-cineol | kamfen | beta-pinen | linalool ; Flavonoidy: apigenin | luteolin ; Fenolické kyseliny: kyselina kávová ; Triterpeny: kyselina ursolová","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | odvar | tinktura | sušené listy",,"2","on"
"R0360","Vratič obecný","Tanacetum vulgare","vratic_obecny","tanacetum_vulgare","https://www.brvohorik.cz/l/vratic-obecny/","bylina","paraziti | poruchy_traveni | nadymani",,"antiparaziticke | podporuje_traveni | protizanetlive","kvet | nat","kvet: cerven | cervenec | srpen ; nat: cerven | cervenec | srpen","rumiste | louky | u_cest","zluta","Silice: thujon | camfen | borneol ; Flavonoidy: apigenin | luteolin | quercetin ; Třísloviny: kyselina gallová | kyselina elagová ; Hořčiny: absintin | amarogentin ; Alkaloidy: tanacetin ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | hepatotoxicita | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | odvar | tinktura | sirup | sušené květy","pelyněk | vratič | pelyněk obecný | starobylec | zlatobýl | řaďa | madla | vratičík","3","on"
"R0361","Vrba bílá","Salix alba","vrba_bila","salix_alba","https://www.brvohorik.cz/l/vrba-bila/","strom","horecka | nachlazeni | bolesti_kloubu | revmaticke_potize | bolesti_hlavy",,"protizanetlive | analgeticke | antipyreticke | podporuje_poceni","kura","kura: brezen | duben","brehy_vod | vlhke_lokality | parky","zluta | zelena","Fenolické kyseliny: kyselina salicylová | kyselina gulonová ; Třísloviny: katechin | epikatechin | procyanidin ; Flavonoidy: quercetin | kaempferol ; Saponiny: salicin | triandrin ; Minerální látky: mangan | železo | zinek","alergie na salicyláty | současné užívání antikoagulancií | těhotenství | kojení","nálev | odvar | tinktura | sirup | čerstvá šťáva","řepařka | vrbovec | osika | pláčící vrba | včelí vrba","1","on"
"R0362","Vrba jíva","Salix caprea","vrba_jiva","salix_caprea","https://www.brvohorik.cz/l/vrba-jiva/","strom | ker","horecka | nachlazeni | bolesti_kloubu | revmaticke_potize",,"protizanetlive | analgeticke | antipyreticke","kura | kvet","kura: brezen | duben ; kvet: brezen | duben","lesy | brehy_vod | louky","zlutozelena","Flavonoidy: kvercetin | kempeferol ; Třísloviny: katechiny | proantokyanidiny ; Fenolické kyseliny: kyselina salicylová","těhotenství | kojení | alergie na vrbu | současné užívání antikoagulancií","nálev | odvar | tinktura | mast","kočičí vrba | vrba královská | vrba osázková | vrba bílá | vrba svízelová","1","on"
"R0363","Vrbina penízková","Lysimachia nummularia","vrbina_penizkova","lysimachia_nummularia","https://www.brvohorik.cz/l/vrbina-penizkova/","bylina",,,,"nat","nat: kveten | cerven | cervenec","vlhke_louky | brehy_vod | zahrady","zluta","Flavonoidy: quercetin | kaempferol ; Saponiny: lysimachosid A | lysimachosid B ; Triterpeny: kyselina oleanolová ; Vitaminy: vitamin C","těhotenství | kojení | alergie na rostliny z čeledi Primulaceae | gastrointestinální potíže","nálev | odvar | tinktura | čerstvá šťáva","vrbina | penízková vrbina","1","on"
"R0364","Vrbka úzkolistá","Epilobium angustifolium","vrbka_uzkolista","epilobium_angustifolium","https://www.brvohorik.cz/l/vrbka-uzkolista/","bylina","potize_s_prostatou | zanety_mocovych_cest | potize_s_mocenim",,"protizanetlive | podporuje_cinnost_prostaty | mocopudne","nat","nat: cerven | cervenec | srpen","lesni_mytiny | paseky | horske_lokality","ruzova","Flavonoidy: kaempferol | quercetin | myricetin ; Fenolické kyseliny: kyselina kávová | kyselina chiricocca ; Třísloviny: ellagová kyselina | galová kyselina ; Saponiny: epilobiin ; Vitaminy: vitamin C","těhotenství | kojení | alergie na rostliny z čeledi Onagraceae","nálev | odvar | tinktura | čaj | sirup","vrbka | vrbovka | ohnivá květina","1","on"
"R0365","Vrbovka malokvětá","Epilobium parviflorum","vrbovka_malokveta","epilobium_parviflorum","https://www.brvohorik.cz/l/vrbovka-malokveta/","bylina","potize_s_prostatou | zanety_mocovych_cest | potize_s_mocenim",,"protizanetlive | podporuje_cinnost_prostaty | mocopudne","nat","nat: cerven | cervenec | srpen","vlhke_louky | brehy_vod | rumiste","ruzova","Flavonoidy: kvercetin | kampferol ; Fenolické kyseliny: kyselina elagová | kyselina chlorogenová ; Třísloviny: třísloviny ; Slizy: slizovitá látka","těhotenství | kojení | alergie na rostliny z čeledi Onagraceae","nálev | odvar | tinktura","vrbovka | malokvětka | vrbovka menší | vrbovka malá","1","on"
"R0366","Vstavač mužský","Orchis mascula","vstavec_muzsky","orchis_mascula","https://www.brvohorik.cz/l/vstavec-muzsky/","bylina",,,,"hliza","hliza: zari | rijen","louky | pastviny | lesni_okraje","fialova | ruzova","Flavonoidy: kvercetin | myricetin ; Vitaminy: vitamin C | vitamin E","těhotenství | kojení | alergie na rostliny z čeledi Orchidaceae","nálev | odvar","bradáč | vemeník | hlavatka","2","on"
"R0367","Vřes obecný","Calluna vulgaris","vres_obecny","calluna_vulgaris","https://www.brvohorik.cz/l/vres-obecny/","ker | bylina","zanety_mocovych_cest | zanet_ledvin | ledvinove_kameny | revmaticke_potize",,"mocopudne | protizanetlive | dezinfekcni_na_mocove_cesty | detoxikacni","nat | kvet","nat: cervenec | srpen | zari ; kvet: cervenec | srpen | zari","vresoviste | lesni_okraje | suche_stanoviste","ruzova | fialova","Silice: kafr | chamazulene ; Flavonoidy: quercetin | myricetin ; Třísloviny: katechiny | proantokyanidiny","těhotenství | kojení | alergie na rostliny z čeledi Ericaceae | hypotenzní léčiva","nálev | odvar | tinktura | čaj","vřes | vřesovec | vřesový keř | vřesové drobnosti","1","on"
"R0368","Yzop lékařský","Hyssopus officinalis","yzop_lekarsky","hyssopus_officinalis","https://www.brvohorik.cz/l/yzop-lekarsky/","bylina | poloker","kasel | nachlazeni | zanety_dychacich_cest | potize_s_travenim",,"antisepticke | protizanetlive | expektoracni | podporuje_traveni","nat","nat: cerven | cervenec | srpen","zahrady | suche_strane | pestovane_plochy","modra | fialova | ruzova","Silice: 1,8-cineol | linalool | pinokamfon | kafr ; Flavonoidy: apigenin | luteolin | chryzoin ; Třísloviny: kyselina galová ; Fenolické kyseliny: kyselina rosmarínová ; Vitaminy: vitamin C","těhotenství | kojení | epilepsie | současné užívání antihypertenziv","nálev | odvar | tinktura | sirup | čerstvá šťáva","rovníkový yzop | yzop lékařský | yzop | přezdívka yzop","2","on"
"R0369","Zběhovec plazivý","Ajuga reptans","zbehovec_plazivy","ajuga_reptans","https://www.brvohorik.cz/l/zbehovec-plazivy/","bylina","rany | krvaceni | zanety_dutiny_ustni | bolesti_v_krku",,"hojive | stahujici | protizanetlive | zastavuje_krvaceni","nat","nat: kveten | cerven | cervenec","louky | lesni_okraje | zahrady | vlhka_stanoviste","modra | fialova","Silice: | Flavonoidy: luteolin | apigenin ; Triterpeny: kyselina oleanolová ; Hořčiny: ajugol ; Vitaminy: vitamin C | vitamin E","těhotenství | kojení | alergie na rostliny z čeledi Lamiaceae | současné užívání antikoagulancií","nálev | odvar | tinktura | mast | čerstvá šťáva","zběhovec | plazivý zběhovec","1","on"
"R0370","Zemědým lékařský","Fumaria officinalis","zemedym_lekarsky","fumaria_officinalis","https://www.brvohorik.cz/l/zemedym-lekarsky/","bylina","jaterni_potize | potize_zlucniku | potize_s_travenim | kozni_problemy",,"podporuje_cinnost_jater | zlucopudne | detoxikacni | protizanetlive","nat","nat: kveten | cerven | cervenec | srpen","pole | rumiste | zahrady","ruzova","Alkaloidy: fumarin | protopin | corydalin ; Flavonoidy: apigenin | luteolin | quercetin ; Fenolické kyseliny: kyselina kávová | kyselina ferulová ; Glykosidy: fumariosid ; Saponiny: fumarin ; Třísloviny: tanniny","těhotenství | kojení | alergie na rostliny z čeledi Fumariaceae | poruchy funkce jater","nálev | odvar | tinktura","zemědým | helebora | fumatorké květy","2","on"
"R0371","Zeměžluč lékařská","Centaurium erythraea","zemezluc_lekarska","centaurium_erythraea","https://www.brvohorik.cz/l/zemezluc-lekarska/","bylina","potize_s_travenim | nechutenstvi | nadymani",,"podporuje_traveni | horke | stimuluje_chut_k_jidlu | protizanetlive","nat","nat: cerven | cervenec | srpen","louky | suche_strane | lesni_okraje","ruzova","Hořčiny: centaurin | genciánin ; Alkaloidy: erythramin ; Flavonoidy: rutin | kvercetin ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Gentianaceae","nálev | odvar | tinktura","hořčec | zeměžluč | hořčice lékařská","1","on"
"R0372","Zimolez kamčatský","Lonicera caerulea var. kamtschatica","zimolez_kamcatsky","lonicera_caerulea_var._kamtschatica","https://www.brvohorik.cz/l/zimolez-kamcatsky/","ker","oslabena_imunita | unava | nedostatek_vitaminu",,"antioxidantni | posilujici | vitaminizacni","plod","plod: kveten | cerven","zahrady | pestovane_plochy","zluta","Silice: α-pinen | β-pinen ; Flavonoidy: kvercetin | kaempferol | isoramnetin ; Fenolické kyseliny: kyselina kávová | kyselina ferulová ; Vitaminy: vitamin C | vitamin E","těhotenství | kojení | alergie na rostliny z čeledi Caprifoliaceae","sirup | džem | čerstvé plody | mražené plody","rašeliník | kamčatská borůvka | kamčatský zimolez","1","on"
"R0373","Zlatice prostřední","Forsythia intermedia","zlatice_prostredni","forsythia_intermedia","https://www.brvohorik.cz/l/zlatice-prostredni/","ker",,,,"kvet","kvet: brezen | duben","zahrady | parky","zluta","Flavonoidy: quercetin | kaempferol ; Saponiny: forsythin | forsyzolid ; Vitaminy: vitamin C | vitamin A","alergie na rostliny z čeledi Oleaceae","nálev | odvar | tinktura | čerstvá šťáva","zlatice | forzýtie","1","on"
"R0374","Zlatobýl celík","Forsythia intermedia","zlatobyl_celik","forsythia_intermedia","https://www.brvohorik.cz/l/zlatobyl-celik/","bylina","zanety_mocovych_cest | otoky | potize_s_ledvinami",,"mocopudne | protizanetlive | detoxikacni","nat | kvet","nat: cerven | cervenec | srpen (kvet)-kvet: cerven | cervenec | srpen","louky | lesni_okraje | horske_louky","zluta","Flavonoidy: quercetin | kaempferol | rutin ; Třísloviny: kyselina tříslová ; Vitaminy: vitamin C | vitamin E","těhotenství | kojení | alergie na rostliny z čeledi Oleaceae","nálev | odvar | tinktura | čerstvá šťáva","zlatý déšť | forsythie | forsythie běžná","1","on"
